,Date,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F),Total Rain (in),Total Rain (mm)
2778,2013-08-10,,50,35.5,30.0,1.0,1.4,275,0.41,5.35,0.0,74.9,40.2,94.0,23.0,30.166,29.678,17.3,19.6,79.0,0.0,0.0
2779,2013-08-11,,71,46.5,30.0,0.9,1.4,292,0.61,5.55,0.17,68.9,48.3,91.0,23.0,30.115,29.695999999999998,9.2,13.8,74.7,0.2,5.08
2780,2013-08-12,,76,44.1,30.1,2.4,3.5,317,0.69,5.63,0.01,64.7,41.2,92.0,52.0,30.206,29.883000000000003,18.4,25.3,78.9,0.08,2.032
2781,2013-08-13,,75,45.1,30.1,2.4,3.5,5,0.78,5.72,0.01,60.5,41.6,93.0,50.0,30.172,29.963,11.5,18.4,60.5,0.09,2.286
2782,2013-08-14,,60,40.6,30.1,1.5,2.3,293,0.83,5.77,0.05,72.8,39.3,92.0,27.0,30.251,29.88,18.4,26.5,78.4,0.05,1.27
2783,2013-08-15,,44,34.0,30.0,1.3,1.9,359,0.83,5.77,0.0,80.0,39.4,83.0,15.0,30.206,29.721999999999998,15.0,20.7,78.4,0.0,0.0
2784,2013-08-16,,63,40.5,30.1,0.7,1.3,350,0.83,5.77,0.0,77.4,41.1,85.0,20.0,30.249,29.889,5.8,6.9,79.2,0.0,0.0
2785,2013-08-17,,59,40.1,30.0,0.8,1.4,317,0.83,5.77,0.0,76.1,43.3,79.0,16.0,30.157,29.665,23.0,29.9,77.1,0.0,0.0
2786,2013-08-18,,34,36.0,29.8,4.3,6.4,313,0.83,5.77,0.0,83.9,49.8,53.0,14.0,30.008,29.68,18.4,27.6,81.1,0.0,0.0
2787,2013-08-19,,38,37.4,29.8,2.2,3.9,328,0.83,5.77,0.0,86.1,47.6,69.0,12.0,29.902,29.639,11.5,17.3,82.7,0.0,0.0
2788,2013-08-20,,37,35.6,29.7,2.6,4.2,345,0.83,5.77,0.0,86.7,46.0,73.0,12.0,29.816,29.616999999999997,20.7,34.5,83.2,0.0,0.0
2789,2013-08-21,,41,41.3,29.7,2.8,4.7,357,0.83,5.77,0.0,78.9,55.0,64.0,23.0,29.807,29.666999999999998,12.7,19.6,79.1,0.0,0.0
2790,2013-08-22,,70,48.8,29.9,2.2,3.7,325,0.91,5.85,0.01,75.8,48.5,92.0,37.0,30.039,29.788,13.8,20.7,78.5,0.08,2.032
2791,2013-08-23,,57,46.6,29.8,3.5,5.6,322,0.96,5.90,0.01,80.9,51.3,92.0,25.0,29.928,29.651,16.1,25.3,79.7,0.05,1.27
2792,2013-08-24,,60,44.4,29.8,3.6,5.7,309,1.03,5.97,0.01,76.8,45.4,94.0,22.0,29.875,29.684,17.3,26.5,79.0,0.07,1.778
2793,2013-08-25,,66,47.6,29.9,2.0,3.5,278,1.06,6.00,0.01,78.3,45.8,92.0,27.0,29.985,29.783,17.3,19.6,78.1,0.03,0.7619999999999999
2794,2013-08-26,,59,48.2,29.8,5.1,7.9,151,1.16,6.10,0.01,82.2,49.2,91.0,27.0,29.927,29.734,16.1,26.5,80.4,0.1,2.54
2795,2013-08-27,,66,49.8,29.8,1.6,2.8,307,1.25,6.19,0.01,79.9,49.4,94.0,29.0,29.983,29.729,17.3,25.3,79.2,0.09,2.286
2796,2013-08-28,,59,46.7,29.8,2.6,4.3,330,1.27,6.21,0.01,82.5,48.8,94.0,27.0,29.900,29.734,18.4,27.6,80.8,0.02,0.508
2797,2013-08-29,,59,45.3,29.9,3.3,5.1,254,1.36,6.30,0.01,84.0,46.4,84.0,22.0,30.095,29.788,19.6,31.1,81.6,0.09,2.286
2798,2013-08-30,,64,47.3,29.9,3.1,4.7,299,1.38,6.32,0.01,82.0,46.2,93.0,26.0,30.081,29.677,21.9,29.9,80.3,0.02,0.508
2799,2013-08-31,,51,44.7,29.8,3.4,5.3,287,1.39,6.33,0.01,84.1,49.5,83.0,22.0,29.921,29.623,19.6,26.5,81.7,0.01,0.254
2800,2013-09-01,,,,,,,,,,,,,,,,,,,,,
2801,2013-09-02,,,,,,,,,,,,,,,,,,,,,
2802,2013-09-03,,,,,,,,,,,,,,,,,,,,,
2803,2013-09-04,,,,,,,,,,,,,,,,,,,,,
2804,2013-09-05,,,,,,,,,,,,,,,,,,,,,
2805,2013-09-06,,,,,,,,,,,,,,,,,,,,,
2806,2013-09-07,,,,,,,,,,,,,,,,,,,,,
2807,2013-09-08,,,,,,,,,,,,,,,,,,,,,
2808,2013-09-09,,,,,,,,,,,,,,,,,,,,,
2809,2013-09-10,,,,,,,,,,,,,,,,,,,,,
2810,2013-09-11,,,,,,,,,,,,,,,,,,,,,
2811,2013-09-12,,,,,,,,,,,,,,,,,,,,,
2812,2013-09-13,,,,,,,,,,,,,,,,,,,,,
2813,2013-09-14,,,,,,,,,,,,,,,,,,,,,
2814,2013-09-15,,,,,,,,,,,,,,,,,,,,,
2815,2013-09-16,,78,46.3,30.0,2.7,4.3,256,0.00,6.33,0.0,69.5,45.1,95.0,36.0,30.096,29.773000000000003,16.1,21.9,79.1,0.0,0.0
2816,2013-09-17,,48,39.2,29.7,4.9,7.5,246,0.00,6.33,0.0,75.1,43.2,92.0,17.0,29.904,29.573,16.1,24.2,79.0,0.11,2.7939999999999996
2817,2013-09-18,,63,41.6,29.6,5.0,7.8,258,0.10,6.43,0.01,67.4,46.8,90.0,34.0,29.787,29.488000000000003,23.0,34.5,79.1,0.1,2.54
2818,2013-09-19,,70,39.8,29.9,2.9,4.9,77,0.10,6.43,0.0,57.5,38.6,91.0,46.0,30.153,29.623,10.4,13.8,57.5,0.0,0.0
2819,2013-09-20,,71,37.6,30.0,1.7,2.9,51,0.11,6.44,0.01,65.6,31.9,94.0,30.0,30.177,29.893,11.5,13.8,79.2,0.01,0.254
2820,2013-09-21,,49,34.2,29.7,4.5,7.0,235,0.11,6.44,0.0,73.3,37.2,91.0,17.0,29.909,29.551,19.6,29.9,78.7,0.0,0.0
2821,2013-09-22,,72,40.2,29.6,3.2,5.2,267,0.35,6.68,0.03,63.4,41.3,94.0,40.0,29.660,29.386999999999997,23.0,34.5,63.4,0.24,6.095999999999999
2822,2013-09-23,,52,31.2,29.6,10.0,15.7,249,0.48,6.81,0.01,55.6,43.6,93.0,33.0,29.914,29.326999999999998,26.5,41.4,55.6,0.13,3.302
2823,2013-09-24,,31,23.1,29.8,7.9,11.7,243,0.48,6.81,0.0,67.9,43.9,58.0,10.0,30.000,29.568,17.3,27.6,73.6,0.0,0.0
2824,2013-09-25,,20,20.8,29.3,5.1,8.2,247,0.48,6.81,0.0,72.8,48.2,44.0,13.0,29.590,29.141,18.4,27.6,75.7,0.0,0.0
2825,2013-09-26,,63,36.2,29.5,2.3,4.0,55,0.48,6.81,0.0,64.0,38.3,89.0,41.0,29.648,29.298000000000002,13.8,19.6,64.0,0.0,0.0
2826,2013-09-27,,78,35.2,29.7,5.1,8.0,252,0.56,6.89,0.01,46.8,35.8,93.0,41.0,29.918,29.53,21.9,34.5,46.8,0.08,2.032
2827,2013-09-28,,36,23.8,30.0,9.2,13.8,243,0.56,6.89,0.0,55.7,35.6,51.0,28.0,30.040,29.886999999999997,21.9,34.5,55.7,0.0,0.0
2828,2013-09-29,,24,18.3,29.8,10.5,15.6,242,0.56,6.89,0.0,64.2,45.1,40.0,19.0,29.958,29.666,23.0,34.5,64.2,0.0,0.0
2829,2013-09-30,,,,,,,,,,,,,,,,,,,,,
2830,2013-10-01,,52,33.9,29.8,2.1,3.9,97,0.00,15.17,0.0,66.3,38.9,87.0,31.0,29.890,29.67,10.4,16.1,78.4,0.0,0.0
2831,2013-10-02,,59,32.0,29.8,3.0,5.0,127,0.00,15.17,0.0,68.9,32.2,91.0,16.0,29.974,29.683000000000003,12.7,19.6,77.6,0.0,0.0
2832,2013-10-03,,70,35.6,29.6,4.2,6.4,62,0.23,15.40,0.01,63.1,34.0,93.0,24.0,29.701,29.537,13.8,17.3,63.1,0.23,5.8420000000000005
2833,2013-10-04,,67,22.9,29.9,6.0,9.4,276,0.43,15.60,0.01,42.7,28.7,93.0,36.0,30.219,29.521,21.9,34.5,42.7,0.2,5.08
2834,2013-10-05,,28,7.3,30.1,11.9,18.7,261,0.43,15.60,0.0,48.5,29.8,47.0,15.0,30.243,30.076999999999998,25.3,35.7,48.5,0.0,0.0
2835,2013-10-06,,35,22.0,30.1,5.2,8.4,259,0.43,15.60,0.0,65.3,34.4,64.0,16.0,30.204,29.944000000000003,15.0,24.2,75.9,0.0,0.0
2836,2013-10-07,,21,16.0,29.8,6.7,10.2,249,0.43,15.60,0.0,70.6,40.9,43.0,10.0,30.086,29.6,18.4,26.5,72.7,0.0,0.0
2837,2013-10-08,,25,18.2,29.6,9.0,13.6,251,0.43,15.60,0.0,69.4,38.5,65.0,13.0,29.691,29.4,25.3,33.4,73.9,0.0,0.0
2838,2013-10-09,,54,31.3,29.7,2.8,4.6,76,0.43,15.60,0.0,61.3,36.3,82.0,30.0,29.895,29.514,10.4,16.1,61.3,0.0,0.0
2839,2013-10-10,,70,33.4,29.6,4.6,7.2,249,0.50,15.67,0.02,51.9,34.9,90.0,45.0,29.763,29.369,23.0,32.2,51.9,0.07,1.778
2840,2013-10-11,,51,24.8,29.7,11.4,17.0,247,0.50,15.67,0.0,48.9,33.1,63.0,37.0,30.003,29.296999999999997,31.1,46.0,48.9,0.0,0.0
2841,2013-10-12,,71,28.4,30.1,2.0,3.5,55,0.50,15.67,0.0,53.5,27.8,91.0,28.0,30.176,29.971999999999998,12.7,17.3,53.5,0.0,0.0
2842,2013-10-13,,70,30.0,30.0,1.5,3.0,84,0.51,15.68,0.01,59.3,24.8,91.0,29.0,30.230,29.683000000000003,8.1,13.8,59.3,0.01,0.254
2843,2013-10-14,,64,28.3,29.8,5.1,8.2,271,0.53,15.70,0.01,50.3,32.5,90.0,38.0,30.085,29.655,16.1,25.3,50.3,0.02,0.508
2844,2013-10-15,,81,25.0,30.2,2.6,4.3,73,0.53,15.70,0.0,38.8,26.6,89.0,60.0,30.258,30.04,11.5,13.8,38.8,0.0,0.0
2845,2013-10-16,,51,14.8,30.1,6.1,9.5,262,0.54,15.71,0.01,46.7,18.6,88.0,23.0,30.249,29.932,18.4,28.8,46.7,0.01,0.254
2846,2013-10-17,,56,20.9,30.0,6.8,9.7,285,0.54,15.71,0.0,45.7,29.4,89.0,29.0,30.039,29.874000000000002,18.4,31.1,45.7,0.0,0.0
2847,2013-10-18,,60,16.8,30.2,5.8,9.0,265,0.68,15.85,0.01,39.9,19.2,90.0,31.0,30.266,29.962,16.1,27.6,39.9,0.14,3.556
2848,2013-10-19,,32,14.7,30.0,12.7,18.8,255,0.68,15.85,0.0,53.3,34.3,44.0,22.0,30.102,29.748,27.6,39.1,53.3,0.0,0.0
2849,2013-10-20,,60,23.0,29.9,5.6,8.2,225,0.70,15.87,0.01,45.2,24.4,91.0,31.0,30.126,29.72,24.2,34.5,45.2,0.02,0.508
2850,2013-10-21,,59,20.2,30.2,5.3,7.8,257,0.74,15.91,0.01,49.5,18.3,90.0,30.0,30.348,30.04,18.4,26.5,49.5,0.04,1.016
2851,2013-10-22,,33,21.5,30.0,7.3,11.1,260,0.74,15.91,0.0,60.4,41.9,43.0,24.0,30.093,29.906,15.0,21.9,60.4,0.0,0.0
2852,2013-10-23,,41,23.1,30.0,4.6,7.1,224,0.74,15.91,0.0,62.2,28.8,81.0,18.0,30.176,29.885,16.1,20.7,62.2,0.0,0.0
2853,2013-10-24,,64,24.1,30.2,1.7,2.9,52,0.74,15.91,0.0,61.3,21.9,90.0,22.0,30.359,30.09,12.7,16.1,61.3,0.0,0.0
2854,2013-10-25,,57,23.0,30.2,2.1,3.3,342,0.75,15.92,0.01,63.4,23.0,86.0,17.0,30.320,30.016,13.8,19.6,63.4,0.01,0.254
2855,2013-10-26,,62,24.7,30.3,1.4,2.7,73,0.75,15.92,0.0,58.0,23.5,84.0,27.0,30.458,30.075,9.2,11.5,58.0,0.0,0.0
2856,2013-10-27,,32,18.9,29.8,6.5,9.6,246,0.75,15.92,0.0,58.7,33.8,60.0,20.0,30.075,29.656,20.7,26.5,58.7,0.0,0.0
2857,2013-10-28,,80,24.7,29.9,2.9,4.4,52,0.75,15.92,0.0,34.7,26.1,91.0,59.0,30.068,29.781,8.1,11.5,34.7,0.0,0.0
2858,2013-10-29,,76,25.5,30.0,3.1,5.0,7,0.77,15.94,0.01,53.6,24.4,91.0,26.0,30.084,29.741,13.8,19.6,53.6,0.02,0.508
2859,2013-10-30,,55,20.1,29.8,9.7,14.4,251,0.81,15.98,0.01,42.6,29.4,93.0,35.0,29.897,29.648000000000003,25.3,35.7,42.6,0.04,1.016
2860,2013-10-31,,44,15.0,29.8,14.3,20.9,248,0.81,15.98,0.0,40.6,31.8,60.0,33.0,29.898,29.755,29.9,42.6,40.6,0.0,0.0
2861,2013-11-01,,46,17.4,30.1,6.9,10.7,265,0.00,15.98,0.0,42.9,32.9,70.0,27.0,30.214,29.849,17.3,26.5,42.9,0.0,0.0
2862,2013-11-02,,19,5.1,29.9,12.3,17.9,245,0.00,15.98,0.0,56.6,37.0,38.0,7.0,30.144,29.511,26.5,38.0,56.6,0.0,0.0
2863,2013-11-03,,27,11.7,29.5,12.0,17.1,229,0.00,15.98,0.0,54.1,29.4,69.0,7.0,29.716,29.346999999999998,26.5,41.4,54.1,0.0,0.0
2864,2013-11-04,,50,12.2,29.9,6.7,10.7,231,0.00,15.98,0.0,34.6,23.2,70.0,34.0,30.041,29.651999999999997,34.5,35.7,34.6,0.0,0.0
2865,2013-11-05,,40,3.2,30.1,8.2,12.7,264,0.00,15.98,0.0,33.4,20.3,84.0,20.0,30.252,29.938000000000002,26.5,39.1,33.4,0.0,0.0
2866,2013-11-06,,40,9.7,30.3,13.4,20.4,243,0.00,15.98,0.0,38.0,23.2,54.0,31.0,30.332,30.156999999999996,27.6,44.9,38.0,0.0,0.0
2867,2013-11-07,,35,16.1,30.2,9.9,13.7,239,0.00,15.98,0.0,53.3,33.1,49.0,23.0,30.373,29.811999999999998,23.0,27.6,53.3,0.0,0.0
2868,2013-11-08,,25,13.2,29.7,15.4,22.3,248,0.00,15.98,0.0,56.9,38.2,39.0,19.0,29.948,29.561999999999998,39.1,55.2,56.9,0.0,0.0
2869,2013-11-09,,39,17.8,30.0,4.6,6.7,251,0.00,15.98,0.0,56.5,28.8,73.0,22.0,30.209,29.857,17.3,24.2,56.5,0.0,0.0
2870,2013-11-10,,33,15.6,30.1,6.4,9.2,250,0.00,15.98,0.0,59.5,28.7,74.0,16.0,30.216,29.955,16.1,21.9,59.5,0.0,0.0
2871,2013-11-11,,45,19.1,30.2,6.5,9.8,262,0.00,15.98,0.0,59.9,27.6,87.0,15.0,30.469,29.998,20.7,31.1,59.9,0.0,0.0
2872,2013-11-12,,57,20.4,30.5,1.9,3.5,306,0.00,15.98,0.0,55.6,22.2,88.0,15.0,30.774,30.147,11.5,18.4,55.6,0.0,0.0
2873,2013-11-13,,20,8.4,30.1,8.3,11.9,250,0.00,15.98,0.0,56.9,42.1,35.0,12.0,30.325,29.829,19.6,26.5,56.9,0.0,0.0
2874,2013-11-14,,32,14.1,29.8,6.4,9.6,256,0.00,15.98,0.0,51.0,32.5,57.0,18.0,29.969,29.607,16.1,24.2,51.0,0.0,0.0
2875,2013-11-15,,40,14.9,29.5,9.1,13.3,250,0.00,15.98,0.0,49.8,31.9,84.0,18.0,29.636,29.33,24.2,35.7,49.8,0.0,0.0
2876,2013-11-16,,55,18.4,29.4,12.3,18.5,253,0.00,15.98,0.0,41.6,25.8,86.0,32.0,29.535,29.241999999999997,32.2,47.2,41.6,0.0,0.0
2877,2013-11-17,,46,13.9,29.8,14.0,20.9,257,0.00,15.98,0.0,41.3,25.7,84.0,29.0,30.107,29.476,36.8,50.6,41.3,0.0,0.0
2878,2013-11-18,,35,11.4,30.1,8.8,12.7,254,0.00,15.98,0.0,54.7,22.2,58.0,14.0,30.224,29.91,29.9,39.1,54.7,0.0,0.0
2879,2013-11-19,,36,15.8,29.8,8.4,12.1,246,0.00,15.98,0.0,49.8,24.4,69.0,16.0,30.070,29.566999999999997,20.7,29.9,49.8,0.0,0.0
2880,2013-11-20,,45,19.7,29.7,8.3,12.3,258,0.00,15.98,0.0,48.5,31.8,76.0,28.0,29.843,29.656,23.0,36.8,48.5,0.0,0.0
2881,2013-11-21,,79,8.0,30.4,4.0,5.9,66,0.00,15.98,0.0,31.5,6.3,86.0,69.0,30.857,29.843000000000004,10.4,12.7,31.5,0.0,0.0
2882,2013-11-22,,81,12.6,30.8,0.8,1.4,78,0.10,16.08,0.01,29.8,7.4,88.0,74.0,30.912,30.647,6.9,8.1,29.8,0.1,2.54
2883,2013-11-23,,79,14.6,30.6,0.6,1.2,40,0.20,16.18,0.01,31.3,11.4,86.0,64.0,30.759,30.48,4.6,6.9,31.3,0.1,2.54
2884,2013-11-24,,74,18.0,30.2,1.3,2.4,355,0.26,16.24,0.01,39.8,10.7,90.0,22.0,30.496,29.962,20.7,32.2,39.8,0.06,1.5239999999999998
2885,2013-11-25,,58,16.9,30.2,2.0,3.4,1,0.26,16.24,0.0,39.6,16.9,83.0,35.0,30.414,29.958000000000002,15.0,21.9,39.6,0.0,0.0
2886,2013-11-26,,61,13.2,30.4,2.1,3.8,359,0.26,16.24,0.0,45.8,14.3,84.0,26.0,30.566,30.276999999999997,17.3,26.5,45.8,0.0,0.0
2887,2013-11-27,,36,13.7,30.1,8.1,11.4,250,0.26,16.24,0.0,51.4,24.0,70.0,21.0,30.277,29.921999999999997,19.6,26.5,51.4,0.0,0.0
2888,2013-11-28,,66,17.8,30.2,1.1,1.8,39,0.26,16.24,0.0,50.5,17.2,82.0,27.0,30.397,30.079,10.4,12.7,50.5,0.0,0.0
2889,2013-11-29,,38,15.2,30.1,9.8,14.1,253,0.26,16.24,0.0,47.7,24.5,77.0,26.0,30.224,30.015,23.0,34.5,47.7,0.0,0.0
2890,2013-11-30,,34,12.6,30.1,10.4,14.7,246,0.26,16.24,0.0,45.5,34.0,45.0,24.0,30.159,30.022,20.7,28.8,45.5,0.0,0.0
2891,2013-12-01,,43,16.8,29.9,13.2,19.6,247,0.00,16.24,0.0,44.9,28.5,59.0,28.0,30.119,29.719,31.1,47.2,44.9,0.0,0.0
2892,2013-12-02,,51,21.3,29.6,21.1,30.3,252,0.00,16.24,0.0,40.8,34.4,64.0,44.0,29.817,29.525,34.5,50.6,40.8,0.0,0.0
2893,2013-12-03,,64,16.5,29.5,5.0,8.0,252,0.00,16.24,0.0,38.0,5.2,83.0,43.0,29.765,29.385,19.6,33.4,38.0,0.0,0.0
2894,2013-12-04,,75,5.6,30.1,2.1,3.4,63,0.00,16.24,0.0,6.5,10.5,78.0,68.0,30.417,29.764,11.5,13.8,6.5,0.0,0.0
2895,2013-12-05,,71,11.3,30.4,3.1,4.6,45,0.09,16.33,0.01,10.7,12.8,75.0,67.0,30.557,30.294,13.8,17.3,10.7,0.09,2.286
2896,2013-12-06,,71,11.3,30.6,2.9,4.1,31,0.09,16.33,0.0,8.1,13.0,74.0,68.0,30.693,30.414,13.8,17.3,8.1,0.0,0.0
2897,2013-12-07,,72,3.5,30.3,2.4,3.8,33,0.09,16.33,0.0,17.5,7.7,75.0,66.0,30.493,30.023000000000003,12.7,16.1,17.5,0.0,0.0
2898,2013-12-08,,57,5.2,30.1,4.4,6.8,274,0.09,16.33,0.0,18.8,7.7,81.0,33.0,30.253,29.869,21.9,33.4,18.8,0.0,0.0
2899,2013-12-09,,47,10.8,30.4,15.5,22.2,247,0.10,16.34,0.01,17.2,7.7,75.0,26.0,30.498,30.253,36.8,47.2,17.2,0.01,0.254
2900,2013-12-10,,44,3.4,30.2,21.6,30.5,250,0.10,16.34,0.0,25.6,13.5,54.0,38.0,30.373,30.065,38.0,54.1,25.6,0.0,0.0
2901,2013-12-11,,32,1.1,30.3,12.5,17.9,237,0.10,16.34,0.0,35.9,10.5,73.0,17.0,30.453,30.254,25.3,40.3,35.9,0.0,0.0
2902,2013-12-12,,17,0.1,30.1,13.3,18.6,246,0.10,16.34,0.0,49.9,34.1,23.0,12.0,30.270,29.789,24.2,36.8,49.9,0.0,0.0
2903,2013-12-13,,30,5.4,29.8,10.2,14.9,252,0.10,16.34,0.0,41.5,25.7,45.0,15.0,30.093,29.709,18.4,28.8,41.5,0.0,0.0
2904,2013-12-14,,38,5.8,30.2,11.8,17.1,248,0.10,16.34,0.0,36.9,17.5,56.0,25.0,30.301,30.076,28.8,42.6,36.9,0.0,0.0
2905,2013-12-15,,36,11.5,30.1,18.3,25.6,238,0.10,16.34,0.0,43.6,28.8,50.0,24.0,30.231,30.043000000000003,28.8,42.6,43.6,0.0,0.0
2906,2013-12-16,,29,10.5,30.1,16.6,25.6,258,0.10,16.34,0.0,47.4,36.2,38.0,20.0,30.189,30.018,28.8,44.9,47.4,0.0,0.0
2907,2013-12-17,,23,8.2,30.1,11.2,16.1,238,0.10,16.34,0.0,51.4,38.8,28.0,17.0,30.245,29.936999999999998,27.6,36.8,51.4,0.0,0.0
2908,2013-12-18,,20,7.0,29.7,12.3,17.1,237,0.10,16.34,0.0,53.2,41.8,28.0,15.0,29.948,29.557,24.2,33.4,53.2,0.0,0.0
2909,2013-12-19,,46,15.8,29.5,8.6,12.5,234,0.10,16.34,0.0,48.8,15.2,86.0,21.0,29.740,29.326999999999998,28.8,39.1,48.8,0.0,0.0
2910,2013-12-20,,59,10.0,29.8,5.4,8.1,246,0.10,16.34,0.0,37.7,11.2,88.0,30.0,29.903,29.563000000000002,18.4,27.6,37.7,0.0,0.0
2911,2013-12-21,,61,9.1,29.7,6.3,9.4,259,0.10,16.34,0.0,27.5,1.6,85.0,29.0,29.967,29.503,18.4,27.6,27.5,0.0,0.0
2912,2013-12-22,,58,6.3,30.1,5.7,9.2,276,0.10,16.34,0.0,27.6,6.3,83.0,34.0,30.287,29.967,19.6,28.8,27.6,0.0,0.0
2913,2013-12-23,,57,12.0,30.3,12.5,18.0,229,0.10,16.34,0.0,35.7,11.2,83.0,34.0,30.379,30.044,32.2,44.9,35.7,0.0,0.0
2914,2013-12-24,,51,12.9,30.1,11.8,17.1,250,0.10,16.34,0.0,37.3,18.4,85.0,34.0,30.366,29.979,29.9,44.9,37.3,0.0,0.0
2915,2013-12-25,,30,1.3,30.4,10.0,14.5,246,0.10,16.34,0.0,37.6,20.6,45.0,22.0,30.493,30.268,20.7,27.6,37.6,0.0,0.0
2916,2013-12-26,,27,4.6,30.2,10.0,14.4,250,0.10,16.34,0.0,43.2,27.3,45.0,18.0,30.347,30.169,25.3,33.4,43.2,0.0,0.0
2917,2013-12-27,,42,15.1,30.2,4.2,6.2,251,0.10,16.34,0.0,52.5,23.2,72.0,24.0,30.371,30.035999999999998,15.0,25.3,52.5,0.0,0.0
2918,2013-12-28,,52,15.7,30.0,7.2,10.2,228,0.10,16.34,0.0,44.6,17.8,85.0,24.0,30.167,29.755,17.3,20.7,44.6,0.0,0.0
2919,2013-12-29,,59,6.9,30.2,6.1,9.3,241,0.17,16.41,0.01,31.6,8.6,85.0,25.0,30.427,29.989,24.2,38.0,31.6,0.07,1.778
2920,2013-12-30,,39,8.4,30.1,10.8,15.9,241,0.17,16.41,0.0,35.9,24.8,52.0,28.0,30.232,29.956999999999997,27.6,35.7,35.9,0.0,0.0
2921,2013-12-31,,45,16.1,30.0,13.3,19.7,244,0.17,16.41,0.0,40.7,31.5,58.0,34.0,30.088,29.868000000000002,35.7,46.0,40.7,0.0,0.0
2922,2014-01-01,,57,13.4,30.1,5.6,8.7,268,0.00,0.00,0.0,34.6,15.9,88.0,33.0,30.383,29.843000000000004,18.4,29.9,34.6,0.0,0.0
2923,2014-01-02,,30,6.3,30.2,12.5,17.8,237,0.00,0.00,0.0,44.6,18.0,70.0,19.0,30.338,29.886,24.2,34.5,44.6,0.0,0.0
2924,2014-01-03,,30,10.3,29.7,16.3,23.0,243,0.00,0.00,0.0,45.8,31.9,64.0,20.0,29.902,29.474,33.4,43.7,45.8,0.0,0.0
2925,2014-01-04,,80,7.1,30.0,2.5,4.2,81,0.00,0.00,0.0,31.9,5.4,87.0,64.0,30.427,29.555999999999997,13.8,21.9,31.9,0.0,0.0
2926,2014-01-05,,71,4.1,30.5,3.3,5.5,346,0.01,0.01,0.01,13.4,5.2,78.0,56.0,30.723,30.34,16.1,26.5,13.4,0.01,0.254
2927,2014-01-06,,40,0.9,30.3,13.1,18.8,238,0.03,0.03,0.01,55.4,5.6,90.0,30.0,30.558,29.914,29.9,39.1,55.4,0.02,0.508
2928,2014-01-07,,35,6.1,30.0,6.9,10.3,253,0.03,0.03,0.0,41.7,25.6,67.0,20.0,30.173,29.869,21.9,31.1,41.7,0.0,0.0
2929,2014-01-08,,54,12.2,30.0,6.0,8.7,259,0.03,0.03,0.0,36.3,13.6,78.0,35.0,30.172,29.889,18.4,24.2,36.3,0.0,0.0
2930,2014-01-09,,47,11.7,29.8,12.6,18.6,252,0.03,0.03,0.0,34.1,22.2,84.0,36.0,29.912,29.691999999999997,26.5,34.5,34.1,0.0,0.0
2931,2014-01-10,,47,6.6,29.8,13.8,21.2,260,0.03,0.03,0.0,30.9,18.4,64.0,36.0,29.869,29.694000000000003,32.2,49.5,30.9,0.0,0.0
2932,2014-01-11,,42,17.0,29.8,15.2,22.4,244,0.03,0.03,0.0,45.4,30.7,52.0,35.0,29.940,29.506999999999998,29.9,43.7,45.4,0.0,0.0
2933,2014-01-12,,50,11.0,29.7,9.4,14.8,263,0.03,0.03,0.0,39.9,21.1,87.0,35.0,30.013,29.46,26.5,40.3,39.9,0.0,0.0
2934,2014-01-13,,44,6.9,30.0,21.3,33.5,265,0.03,0.03,0.0,32.4,21.1,50.0,37.0,30.015,29.910999999999998,33.4,52.9,32.4,0.0,0.0
2935,2014-01-14,,39,9.3,30.3,8.3,13.3,274,0.03,0.03,0.0,35.5,28.4,48.0,28.0,30.388,29.924,27.6,39.1,35.5,0.0,0.0
2936,2014-01-15,,36,10.8,30.1,18.4,25.3,220,0.03,0.03,0.0,41.6,30.3,49.0,22.0,30.223,29.953000000000003,31.1,44.9,41.6,0.0,0.0
2937,2014-01-16,,25,2.0,30.1,8.8,14.9,280,0.03,0.03,0.0,40.6,28.8,42.0,18.0,30.229,29.997,20.7,34.5,40.6,0.0,0.0
2938,2014-01-17,,32,7.3,30.1,12.9,18.1,239,0.03,0.03,0.0,43.2,28.4,45.0,24.0,30.187,29.979,25.3,38.0,43.2,0.0,0.0
2939,2014-01-18,,23,3.7,30.1,9.5,14.3,261,0.03,0.03,0.0,47.6,31.6,32.0,13.0,30.146,29.993000000000002,24.2,32.2,47.6,0.0,0.0
2940,2014-01-19,,25,8.1,30.0,16.2,22.6,244,0.03,0.03,0.0,47.9,37.3,28.0,20.0,30.024,29.874000000000002,31.1,43.7,47.9,0.0,0.0
2941,2014-01-20,,22,1.7,30.1,8.6,12.0,239,0.03,0.03,0.0,44.8,32.9,29.0,12.0,30.346,29.87,21.9,28.8,44.8,0.0,0.0
2942,2014-01-21,,9,13.9,30.1,17.5,24.8,246,0.03,0.03,0.0,49.4,19.9,75.0,5.0,30.248,29.916,33.4,49.5,49.4,0.0,0.0
2943,2014-01-22,,80,13.5,30.1,3.4,5.4,71,0.03,0.03,0.0,19.9,17.3,83.0,75.0,30.171,30.088,8.1,11.5,19.9,0.0,0.0
